"Reporting starts","Reporting ends","Ad name",Region,"Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Reaction/Reach,"Post engagements","Link clicks","CTR (link click-through rate)",Frequency,"Instagram follows","Page engagement","Results (initial)","Results (initial) indicator"
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Aceh,not_delivering,,,,50000,Daily,68,7,7,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,14.285714,1,0,1,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Bali,not_delivering,,,,50000,Daily,7,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Bengkulu,not_delivering,,,,50000,Daily,16,3,3,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Jakarta,not_delivering,,,,50000,Daily,385,15,14,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.071429,0,1,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Jambi,not_delivering,,,,50000,Daily,25,4,4,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","Central Java",not_delivering,,,,50000,Daily,512,38,31,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,8,8,21.052632,1.225806,0,8,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","East Java",not_delivering,,,,50000,Daily,464,29,27,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,3.448276,1.074074,0,1,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","Papua (province)",not_delivering,,,,50000,Daily,4,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","Special Region of Yogyakarta",not_delivering,,,,50000,Daily,100,8,8,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","West Kalimantan",not_delivering,,,,50000,Daily,22,4,4,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","South Kalimantan",not_delivering,,,,50000,Daily,196,9,9,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","Central Kalimantan",not_delivering,,,,50000,Daily,27,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","East Kalimantan",not_delivering,,,,50000,Daily,41,8,8,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Lampung,not_delivering,,,,50000,Daily,71,9,5,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.8,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","West Nusa Tenggara",not_delivering,,,,50000,Daily,20,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","East Nusa Tenggara",not_delivering,,,,50000,Daily,3,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Riau,not_delivering,,,,50000,Daily,60,10,10,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","South Sulawesi",not_delivering,,,,50000,Daily,105,13,13,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","Central Sulawesi",not_delivering,,,,50000,Daily,56,7,7,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","West Sumatra",not_delivering,,,,50000,Daily,293,18,18,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,3,3,16.666667,1,0,3,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","North Sumatra",not_delivering,,,,50000,Daily,176,14,14,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Maluku,not_delivering,,,,50000,Daily,16,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","West Java",not_delivering,,,,50000,Daily,1344,44,43,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,3,3,6.818182,1.023256,0,3,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","North Sulawesi",not_delivering,,,,50000,Daily,41,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","South Sumatra",not_delivering,,,,50000,Daily,34,6,6,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","North Maluku",not_delivering,,,,50000,Daily,4,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","North Kalimantan",not_delivering,,,,50000,Daily,10,3,3,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","West Papua",not_delivering,,,,50000,Daily,7,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","West Sulawesi",not_delivering,,,,50000,Daily,2,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Gorontalo,not_delivering,,,,50000,Daily,4,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Banten,not_delivering,,,,50000,Daily,415,12,10,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.2,0,1,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","Bangka–Belitung Islands",not_delivering,,,,50000,Daily,4,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen","Riau Islands Province",not_delivering,,,,50000,Daily,5,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
