"Reporting starts","Reporting ends","Ad name",Platform,Placement,"Device platform","Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Reaction/Reach,"Post engagements","Link clicks","CTR (link click-through rate)",Frequency,"Instagram follows","Page engagement","Results (initial)","Results (initial) indicator"
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Facebook,Feed,Desktop,not_delivering,,,,"Using campaign budget",0,19,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Facebook,Feed,In-app,not_delivering,7,profile_visit_view,869.14285714,"Using campaign budget",0,6084,986,923,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00325027,16,13,1.318458,1.068256,0,16,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,Feed,In-app,not_delivering,38,profile_visit_view,447.23684211,"Using campaign budget",0,16995,1429,1218,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00328407,45,38,2.659202,1.173235,5,45,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,"Explore home",In-app,not_delivering,2,profile_visit_view,137,"Using campaign budget",0,274,60,57,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,1,1.666667,1.052632,0,1,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,"Instagram Reels",In-app,not_delivering,1536,profile_visit_view,344.64322917,"Using campaign budget",0,529372,153028,127415,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00080053,1662,1560,1.019421,1.20102,1,1662,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,"Instagram Stories",In-app,not_delivering,21,profile_visit_view,314,"Using campaign budget",0,6594,412,369,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,12,12,2.912621,1.116531,2,12,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels",In-app,inactive,0,profile_visit_view,,"Using campaign budget",0,1205,98,74,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,4,4,4.081633,1.324324,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories",In-app,inactive,13,profile_visit_view,399.46153846,"Using campaign budget",0,5193,1168,1152,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,13,13,1.113014,1.013889,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,Desktop,inactive,,,,"Using campaign budget",0,293,3,3,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,In-app,inactive,22,profile_visit_view,402.59090909,"Using campaign budget",0,8857,1340,1245,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00240964,35,32,2.38806,1.076305,0,35,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Feed,In-app,inactive,35,profile_visit_view,564.85714286,"Using campaign budget",0,19770,2878,2520,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00793651,57,34,1.181376,1.142063,2,57,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Explore home",In-app,inactive,1,profile_visit_view,120,"Using campaign budget",0,120,52,52,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Reels",In-app,inactive,5084,profile_visit_view,311.89968529,"Using campaign budget",0,1585698,344884,270837,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00087507,5371,5109,1.481368,1.273401,3,5371,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Stories",In-app,inactive,222,profile_visit_view,390.15765766,"Using campaign budget",0,86615,10493,8964,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,217,217,2.068045,1.170571,3,217,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook profile feed",In-app,inactive,1,reach,2000,50000,Daily,2,1,1,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels",In-app,inactive,370685,reach,2529.03138784,50000,Daily,937474,673688,370685,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00088215,328,,,1.817414,0,328,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Ads on Facebook Reels",In-app,inactive,18092,reach,828.70882158,50000,Daily,14993,18092,18092,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories",In-app,inactive,20556,reach,1523.64273205,50000,Daily,31320,24269,20556,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.180629,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,Desktop,inactive,86,reach,1441.86046512,50000,Daily,124,93,86,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.081395,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,In-app,inactive,21312,reach,1674.17417417,50000,Daily,35680,24628,21312,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00023461,35,,,1.155593,0,35,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,"Mobile web",inactive,171,reach,1590.64327485,50000,Daily,272,203,171,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.187135,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"In-stream reels",In-app,inactive,3154,reach,1868.73811034,50000,Daily,5894,4365,3154,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.383957,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,Desktop,inactive,302,reach,2599.33774834,50000,Daily,785,585,302,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.937086,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,In-app,inactive,39742,reach,2728.80076493,50000,Daily,108448,77001,39742,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,13,13,0.016883,1.937522,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Search results",In-app,inactive,2,reach,1500,50000,Daily,3,2,2,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Feed,In-app,inactive,2567,reach,1585.50837554,50000,Daily,4070,2694,2567,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00038956,1,,,1.049474,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Explore home",In-app,inactive,1,reach,1000,50000,Daily,1,1,1,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Reels",In-app,inactive,8069,reach,1839.26137068,50000,Daily,14841,10071,8069,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00024786,2,,,1.24811,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Stories",In-app,inactive,2115,reach,1668.55791962,50000,Daily,3529,2212,2115,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.045863,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Threads,"Threads feed",In-app,inactive,21,reach,1095.23809524,50000,Daily,23,21,21,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",WhatsApp,Status,In-app,inactive,836,reach,958.13397129,50000,Daily,801,836,836,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook profile feed",In-app,inactive,1,reach,1000,30000,Daily,1,1,1,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels",In-app,inactive,172328,reach,1664.94127478,30000,Daily,286916,202618,172328,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00051065,89,,,1.175769,0,89,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Ads on Facebook Reels",In-app,inactive,22099,reach,849.2691977,30000,Daily,18768,22671,22099,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.025884,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories",In-app,inactive,5767,reach,1323.0449107,30000,Daily,7630,5900,5767,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.023062,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,Desktop,inactive,37,reach,1513.51351351,30000,Daily,56,38,37,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.027027,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,In-app,inactive,8430,reach,1459.43060498,30000,Daily,12303,8715,8430,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,13,,,1.033808,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,"Mobile web",inactive,69,reach,1507.24637681,30000,Daily,104,69,69,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"In-stream reels",In-app,inactive,1823,reach,1432.25452551,30000,Daily,2611,1931,1823,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.059243,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,Desktop,inactive,143,reach,1832.16783217,30000,Daily,262,183,143,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.27972,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,In-app,inactive,29772,reach,1527.07241704,30000,Daily,45464,31986,29772,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,8,8,0.025011,1.074365,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Feed,In-app,inactive,349,reach,1538.68194842,30000,Daily,537,360,349,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.031519,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Reels",In-app,inactive,6969,reach,1648.7300904,30000,Daily,11490,7870,6969,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00028699,2,,,1.129287,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Stories",In-app,inactive,584,reach,1640.4109589,30000,Daily,958,595,584,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.018836,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Threads,"Threads feed",In-app,inactive,25,reach,1040,30000,Daily,26,25,25,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",WhatsApp,Status,In-app,inactive,29991,reach,664.8661265,30000,Daily,19940,30214,29991,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.007436,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels",In-app,inactive,8,actions:post_interaction_gross,25.625,30000,Daily,205,17,15,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.46666667,8,,,1.133333,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories",In-app,inactive,21,actions:post_interaction_gross,63.23809524,30000,Daily,1328,47,35,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.6,21,,,1.342857,0,21,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Feed,In-app,inactive,5,actions:post_interaction_gross,110.4,30000,Daily,552,27,24,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.16666667,5,,,1.125,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Feed,Desktop,inactive,,,,30000,Daily,12,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Feed,In-app,inactive,43,actions:post_interaction_gross,77.69767442,30000,Daily,3341,225,207,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.19323671,43,,,1.086957,0,43,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Feed,"Mobile web",inactive,1,actions:post_interaction_gross,50,30000,Daily,50,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",1,1,,,1,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Explore home",In-app,inactive,,,,30000,Daily,0,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Reels",In-app,inactive,20,actions:post_interaction_gross,65.15,30000,Daily,1303,73,64,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.3125,20,,,1.140625,0,20,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Feed,Desktop,not_delivering,31,reach,1451.61290323,50000,Daily,45,32,31,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,7,,,1.032258,0,7,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Feed,In-app,not_delivering,5489,reach,1599.92712698,50000,Daily,8782,6035,5489,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00018218,656,,,1.099472,0,656,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Feed,"Mobile web",not_delivering,21,reach,1476.19047619,50000,Daily,31,22,21,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,3,,,1.047619,0,3,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Explore home",In-app,not_delivering,348,reach,1278.73563218,50000,Daily,445,370,348,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,67,,,1.063218,0,67,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Reels",Desktop,not_delivering,1,reach,1000,50000,Daily,1,1,1,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Reels",In-app,not_delivering,23593,reach,1616.45403298,50000,Daily,38137,25622,23593,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0002967,1075,,,1.086,0,1075,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram search results",In-app,not_delivering,1,reach,0,50000,Daily,0,1,1,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories",Desktop,not_delivering,11,reach,1545.45454545,50000,Daily,17,11,11,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories",In-app,not_delivering,2006,reach,1637.0887338,50000,Daily,3284,2227,2006,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,33,,,1.110169,0,33,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories","Mobile web",not_delivering,10,reach,1200,50000,Daily,12,10,10,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Feed,Desktop,not_delivering,378,reach,1568.78306878,50000,Daily,593,419,378,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,30,,,1.108466,0,30,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Feed,In-app,not_delivering,36636,reach,1799.78709466,50000,Daily,65937,45245,36636,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00019107,3720,,,1.234987,0,3720,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Feed,"Mobile web",not_delivering,298,reach,1557.04697987,50000,Daily,464,327,298,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,27,,,1.097315,0,27,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Explore home",In-app,not_delivering,2806,reach,1351.74625802,50000,Daily,3793,2998,2806,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,437,,,1.068425,0,437,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Reels",Desktop,not_delivering,1,reach,2000,50000,Daily,2,1,1,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Reels",In-app,not_delivering,128421,reach,1927.11472423,50000,Daily,247482,167928,128421,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00031926,5451,,,1.307637,0,5451,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram search results",In-app,not_delivering,2,reach,1000,50000,Daily,2,2,2,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories",Desktop,not_delivering,92,reach,1282.60869565,50000,Daily,118,95,92,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,6,,,1.032609,0,6,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories",In-app,not_delivering,30398,reach,1767.87946575,50000,Daily,53740,36620,30398,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,500,,,1.204685,0,500,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories","Mobile web",not_delivering,47,reach,957.44680851,50000,Daily,45,47,47,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Feed,Desktop,not_delivering,38,reach,1473.68421053,50000,Daily,56,38,38,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Feed,In-app,not_delivering,4269,reach,1567.58022956,50000,Daily,6692,4614,4269,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,352,,,1.080815,0,352,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Feed,"Mobile web",not_delivering,29,reach,1310.34482759,50000,Daily,38,29,29,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,3,,,1,0,3,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Explore home",In-app,not_delivering,243,reach,1218.10699588,50000,Daily,296,247,243,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,31,,,1.016461,0,31,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Reels",In-app,not_delivering,12147,reach,1555.11648967,50000,Daily,18890,12767,12147,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00016465,281,,,1.051041,0,281,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram search results",In-app,not_delivering,2,reach,500,50000,Daily,1,2,2,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories",Desktop,not_delivering,4,reach,1000,50000,Daily,4,4,4,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories",In-app,not_delivering,2558,reach,1523.45582486,50000,Daily,3897,2668,2558,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,33,,,1.043002,0,33,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories","Mobile web",not_delivering,7,reach,1000,50000,Daily,7,7,7,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Feed,In-app,not_delivering,5,profile_visit_view,331.6,50000,Daily,1658,76,69,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,33,4,5.263158,1.101449,0,33,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Reels",In-app,not_delivering,15,profile_visit_view,390,50000,Daily,5850,439,415,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00481928,134,16,3.644647,1.057831,0,134,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories",In-app,not_delivering,5,profile_visit_view,354,50000,Daily,1770,97,92,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,20,5,5.154639,1.054348,0,20,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Feed,In-app,not_delivering,4,profile_visit_view,374,50000,Daily,1496,58,54,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,25,2,3.448276,1.074074,0,25,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Reels",In-app,not_delivering,5,profile_visit_view,1347.2,50000,Daily,6736,390,357,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,92,5,1.282051,1.092437,2,92,,
