Date;Profile;Message;Number of Likes;Number of comments;Reactions, Comments & Shares;Post interaction rate;Reach per post;Interactions per impression/view;Impressions/views per post;Engagement;Story reach;Story views;Story replies;Story shares;Number of new followers based on the story;Profile visits based on the story;Impressions/views of posts;Number of Carousels/Albums;Number of Image Posts;Number of Reels/Shorts;Number of Stories;Profile-ID;Post-ID;Link;Image Link;
5/31/26, 11:30 AM;"PT Prima Armada Raya";"Sahabat Prima, sesuai UU No. 22/2009 dan PP No. 55/2012, keselamatan jalan adalah prioritas utama. Pastikan 5 prinsip safety driving terpenuhi: kondisi fisik fit, kendaraan laik jalan, patuhi rambu, tetap konsentrasi tanpa distraksi, dan sedia perlengkapan darurat.

Disiplin berkendara bukan hanya soal aturan, tapi cara kita menghargai nyawa. Mari ciptakan jalanan yang aman!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";258.0;9.0;274.0;0.024963556851311953;861.0;0.18779986291980807;1459.0;0.024963556851311953;;;;;;;1459.0;;1.0;;;9601763952;18098212694150140;https://www.instagram.com/p/DY_Vt-jjNkc/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18098212694150140&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/23/26, 8:36 AM;"PT Prima Armada Raya";"Prima Armada Raya turut berpartisipasi dalam gelaran Kick Off Pertamina Goes To Campus (PGTC) 2026 yang berlangsung di Institut Teknologi Bandung (ITB).

Melalui momentum ini, Prima Armada Raya hadir untuk mendukung kolaborasi dengan dunia pendidikan serta membuka ruang pengembangan bagi generasi muda Indonesia.

Dalam kesempatan tersebut, Patra Jasa Group menghadirkan booth interaktif yang memperkenalkan lini bisnis perusahaan, sekaligus memberikan insight seputar industri dan peluang karier kepada para mahasiswa yang hadir. Sebagai bagian dari Patra Jasa Group, Prima Armada Raya turut hadir menyapa para pengunjung dan berbagi informasi mengenai perusahaan.

Antusiasme pengunjung terlihat dari partisipasi dalam berbagai games interaktif serta ketertarikan terhadap informasi yang dibagikan selama kegiatan berlangsung.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";263.0;1.0;264.0;0.024774774774774775;1446.0;0.14465753424657535;1825.0;0.024774774774774775;;;;;;;1825.0;;;1.0;;9601763952;17992639517790663;https://www.instagram.com/reel/DYqbT5YJO_S/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17992639517790663&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/23/26, 11:45 AM;"PT Prima Armada Raya";"Di balik bisnis yang bergerak cepat, ada sistem operasional yang ramping. Mengelola pengemudi secara mandiri bukan hanya soal mencari orang yang bisa menyetir, tapi juga mengelola risiko, standarisasi kompetensi, hingga administrasi yang kompleks.

Prima Armada Raya (PAR) hadir untuk memangkas kerumitan tersebut. Kami menyediakan solusi manajemen pengemudi yang terintegrasi, sehingga Anda bisa meng alokasikan energi perusahaan untuk inovasi dan ekspansi. 📈

Mari berdiskusi tentang bagaimana kami dapat mendukung mobilitas bisnis Anda. Hubungi kami melalui tautan di bio!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";243.0;3.0;248.0;0.023273273273273273;1565.0;0.09627329192546584;2576.0;0.023273273273273273;;;;;;;2576.0;1.0;;;;9601763952;18190381600372619;https://www.instagram.com/p/DYqxFKIjGdM/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18190381600372619&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/29/26, 12:37 PM;"Prima Armada Raya";"Setelah selesai nganter tamu, saatnya PRIMA Driver yang rehat sejenak sambil dengerin lagu favorit.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";53.0;0.0;53.0;0.01918204849800941;353.0;0.13984168865435356;379.0;0.01918204849800941;;;;;;;379.0;;;1.0;;211065008758674;211065008758674_122285254628190187;https://www.facebook.com/reel/4320932091554791/;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122285254628190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/27/26, 11:55 AM;"Prima Armada Raya";"Konsistensi layanan adalah fondasi operasional yang andal.

Di PT Prima Armada Raya, standar yang sama diterapkan di setiap kondisi, baik saat operasional normal maupun di periode dengan demand tinggi.

Melalui sistem yang terstruktur, pengemudi terlatih, dan monitoring berkelanjutan, kami memastikan performa tetap stabil di setiap kilometer.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";48.0;0.0;48.0;0.017385005432814196;59.0;0.5647058823529412;85.0;0.017385005432814196;;;;;;;85.0;1.0;;;;211065008758674;211065008758674_122285021186190187;https://www.facebook.com/122101170074190187/posts/122285021186190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122285021186190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/22/26, 10:30 AM;"PT Prima Armada Raya";"Merawat kendaraan tepat waktu adalah bentuk cost control cerdas untuk menjaga performa armada tetap prima dan memperpanjang usia aset Anda. Jangan tunggu mesin protes baru bertindak!

Gak sempat ke bengkel? Home Service Car PAR solusinya! Kami datang langsung ke lokasi Anda untuk:
🧑‍🔧Ganti Oli & Tune Up
🧑‍🔧Pengecekan Kendaraan Menyeluruh
🧑‍🔧Perawatan Berkala

Lebih praktis, efisien, dan tetap profesional. Klik link di bio untuk panggil teknisi kami ke lokasi Anda sekarang!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";181.0;1.0;183.0;0.017179872324446115;875.0;0.12151394422310757;1506.0;0.017179872324446115;;;;;;;1506.0;1.0;;;;9601763952;18104287990994090;https://www.instagram.com/p/DYoDtIQG7nk/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18104287990994090&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/26/26, 1:30 PM;"Prima Armada Raya";"Kantuk saat berkendara bukan hal sepele, ini salah satu faktor risiko terbesar di jalan.

Mulai dari istirahat cukup, mengenali tanda lelah, hingga disiplin mengambil jeda, semuanya berperan menjaga keselamatan. Bagi perusahaan, memastikan kesiapan driver bukan hanya tanggung jawab individu, tapi bagian dari standar operasional.

Karena perjalanan yang aman selalu dimulai dari kondisi pengemudi yang optimal.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";47.0;0.0;47.0;0.017004341534008684;54.0;0.6811594202898551;69.0;0.017004341534008684;;;;;;;69.0;1.0;;;;211065008758674;211065008758674_122284909616190187;https://www.facebook.com/122101170074190187/posts/122284909616190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284909616190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/21/26, 11:20 AM;"PT Prima Armada Raya";"Mengelola kendaraan operasional bukan cuma soal punya unit—tapi soal efisiensi, risiko, dan fokus bisnis.

Mulai dari biaya awal, perawatan, hingga potensi downtime, setiap pilihan punya konsekuensinya. Melalui layanan Prima Fleet Service dari PT Prima Armada Raya, perusahaan bisa mengoptimalkan operasional tanpa terbebani kompleksitas pengelolaan kendaraan.

Sudah pilih strategi yang paling sesuai untuk bisnismu?

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";169.0;2.0;172.0;0.016132057775276685;1240.0;0.0777928539122569;2211.0;0.016132057775276685;;;;;;;2211.0;1.0;;;;9601763952;18067497392371866;https://www.instagram.com/p/DYlkojfFIHS/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18067497392371866&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/31/26, 11:30 AM;"Prima Armada Raya";"Sahabat Prima, sesuai UU No. 22/2009 dan PP No. 55/2012, keselamatan jalan adalah prioritas utama. Pastikan 5 prinsip safety driving terpenuhi: kondisi fisik fit, kendaraan laik jalan, patuhi rambu, tetap konsentrasi tanpa distraksi, dan sedia perlengkapan darurat.

Disiplin berkendara bukan hanya soal aturan, tapi cara kita menghargai nyawa. Mari ciptakan jalanan yang aman!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";42.0;0.0;42.0;0.014994644769725098;77.0;0.2978723404255319;141.0;0.014994644769725098;;;;;;;141.0;;1.0;;;211065008758674;211065008758674_122285702090190187;https://www.facebook.com/122101170074190187/posts/122285702090190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122285702090190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/19/26, 1:30 PM;"PT Prima Armada Raya";"Dalam operasional logistik, tantangan tidak selalu bisa diprediksi.

Mulai dari lonjakan permintaan hingga kondisi di lapangan, yang membedakan adalah bagaimana standar tetap dijaga, bukan hanya saat situasi ideal, tapi justru ketika kondisi sedang padat. Karena konsistensi bukan tentang momen tertentu, tapi komitmen di setiap perjalanan.

Percayakan distribusimu pada partner yang siap di segala kondisi.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";148.0;0.0;150.0;0.01451378809869376;1066.0;0.08356545961002786;1795.0;0.01451378809869376;;;;;;;1795.0;1.0;;;;9601763952;18095432854907101;https://www.instagram.com/p/DYgp7IXlN3o/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18095432854907101&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/11/26, 11:32 AM;"ptpar";"PT Prima Armada Raya \(PAR\) terus memperkuat langkah strategis perusahaan melalui kolaborasi bersama sejumlah lembaga pembiayaan terkemuka dalam mendukung pengembangan bisnis dan ekspansi armada secara berkelanjutan.

Melalui program Strategic Financing Partnership, PAR menjalin kemitraan strategis dengan PT Mandiri Utama Finance, PT Bank IBK Indonesia Tbk, dan PT BNI Multifinance sebagai bagian dari upaya memperkuat struktur pendanaan serta mendukung pengembangan aset produktif perusahaan ke depan.

Momentum kolaborasi ini dirayakan dalam acara “Financing Partnership Appreciation Night” yang diselenggarakan di Hutan Kota by Plataran, Jakarta, sebagai bentuk apresiasi sekaligus penguatan hubungan kemitraan yang telah terjalin.

Sebagai bagian dari ekosistem PT Patra Jasa dan Pertamina Group, PAR berkomitmen untuk terus menghadirkan solusi mobilitas terintegrasi yang adaptif, aman, modern, dan berkelanjutan guna mendukung kebutuhan mobilitas korporasi maupun industri strategis nasional.

Kami mengucapkan terima kasih atas kepercayaan dan kolaborasi yang diberikan oleh seluruh mitra strategis. Semoga sinergi ini dapat terus tumbuh dan menciptakan nilai tambah yang berkelanjutan bagi seluruh pihak.

#PrimaArmadaRaya #PAR #StrategicPartnership #FinancingPartnership #MobilitySolutions #Transportation #BusinessGrowth #MemberofPertamina";37.0;0.0;37.0;0.014307811291569992;851.0;0.021549213744903904;1717.0;0.014307811291569992;;;;;;;1717.0;;;;;71324416;urn:li:ugcPost:7459460337705201664;https://www.linkedin.com/feed/update/urn:li:ugcPost:7459460337705201664/;https://media.licdn.com/dms/image/v2/D5622AQFCfJSoiqT43A/feedshare-image-high-res/B56Z4VTpPDHwAU-/0/1778473932277?e=1787184000&v=beta&t=TaZLcHKPGOcGOaCo6KEjayO-ge1vCwHM3pFej3jRdbI;
